code_uic,name,fret,voyageurs,code_ligne,rg_troncon,pk,ville,departement,num_departement,y_geo,x_geo
87718403,Roche-lez-Beaupré,N,O,852000,1,414+585,Roche-Lez-Beaupré,Doubs,25,6.110782365332249,47.276176841013154
87718411,Novillars,N,O,852000,1,416+469,Novillars,Doubs,25,6.132814644078752,47.28396223971061
87718429,Deluz,O,O,852000,1,421+727,Deluz,Doubs,25,6.19949665098765,47.29261556660638
87718437,Laissey,N,O,852000,1,425+332,Laissey,Doubs,25,6.233693701063549,47.29914191592695
87718460,Baume-les-Dames,N,O,852000,1,437+922,Baume-Les-Dames,Doubs,25,6.359331703571241,47.35406376481064
87718502,Saône,N,O,872000,1,416+057,Saône,Doubs,25,6.101612875909963,47.20970012019143
87718510,Mamirolle,N,O,872000,1,421+023,Mamirolle,Doubs,25,6.162296002500971,47.20018021278925
87718528,L'Hôpital-du-Grosbois,N,O,872000,1,427+592,L'Hôpital-Du-Grosbois,Doubs,25,6.213061569563704,47.169106435955705
87718536,Étalans,N,O,872000,1,432+314,Étalans,Doubs,25,6.270665680069556,47.15598364925356
87718544,Le Valdahon,O,O,872000,1,437+963,Valdahon,Doubs,25,6.34238015058726,47.149816892748554
87718551,Avoudrey,N,O,872000,1,445+919,Avoudrey,Doubs,25,6.434681229953385,47.1298142566013
87718577,Gilley,N,O,872000,1,460+263,Gilley,Doubs,25,6.492516253612154,47.05031863967397
87718601,Le Valdahon Camp Militaire,N,O,872000,1,435+760,Valdahon,Doubs,25,6.313934729365829,47.15122887076845
87718619,Morteau,N,O,872000,1,471+954,Morteau,Doubs,25,6.604900412553238,47.05358911631134
87718841,Arc-et-Senans,N,O,850000,1,385+873,Arc-Et-Senans,Doubs,25,5.776756496835827,47.03027182366823
87747667,Lus-la-Croix-Haute,N,O,905000,1,211+807,Lus-La-Croix-Haute,Drôme,26,5.697075587759043,44.67041983913662
87761007,Valence,N,O,830000,1,616+939,Valence,Drôme,26,4.893437965143693,44.9279186519997
87761106,St-Rambert-d'Albon,O,O,797000,1,084+263,Saint-Rambert-D'Albon,Drôme,26,4.809705244545719,45.29981303378477
87761130,St-Vallier-sur-Rhône,O,O,830000,1,584+617,Saint-Vallier,Drôme,26,4.814554754094829,45.18564941774933
87761163,Tain-l'Hermitage-Tournon,N,O,830000,1,598+900,Tain-L'Hermitage,Drôme,26,4.839863623624745,45.07228766988219
87761205,Portes,O,N,830000,1,622+550,Portes-Lès-Valence,Drôme,26,4.874246002845219,44.87953725685093
87761247,Livron,N,O,830000,1,634+333,Livron-Sur-Drôme,Drôme,26,4.830132288298437,44.779689433736834
87761262,Loriol,N,O,830000,1,637+324,Loriol-Sur-Drôme,Drôme,26,4.816948130049003,44.754434398743
87761320,Manthes-Lapeyrouse,O,N,907000,1,014+160,Manthes,Drôme,26,4.98641079530983,45.31231044257792
87761619,Alixan-Châteauneuf-d'Isère,O,N,908000,1,011+800,Châteauneuf-Sur-Isère,Drôme,26,4.988404541869791,45.00213922647198
87761650,Romans-Bourg-de-Péage,O,O,908000,1,019+528,Romans-Sur-Isere,Drôme,26,5.049639169736672,45.04899423794729
87761783,Crest,N,O,912000,1,017+035,Crest,Drôme,26,5.01558883215303,44.73033017773909
87761817,Saillans,N,O,912000,1,032+782,Saillans,Drôme,26,5.194783939213946,44.69443147257503
87761841,Die,N,O,912000,1,053+849,Die,Drôme,26,5.362579975522965,44.75837755770769
87761874,Luc-en-Diois,N,O,912000,1,073+609,Luc-En-Diois,Drôme,26,5.454832629017519,44.61403808852461
87763029,Valence-TGV,N,O,908000,1,010+500,Alixan,Drôme,26,4.978549257404847,44.99274215354382
87764001,Montélimar,N,O,830000,1,661+311,Montelimar,Drôme,26,4.744565283791178,44.55896224752883
87764290,Donzère,N,O,830000,1,675+071,Donzère,Drôme,26,4.704596402183965,44.44315434179784
87764308,Pierrelatte,O,O,830000,1,682+788,Pierrelatte,Drôme,26,4.703944257544838,44.37464620538406
87383281,Massy-Verrières,N,O,985000,1,024+517,Massy,Essonne,91,2.273583714478755,48.73485491346597
87393538,Vauboyen,N,O,990000,4,112+983,Jouy-En-Josas,Essonne,91,2.191964635404658,48.75926108772385
87393546,Bièvres,N,O,990000,4,111+013,Bièvres,Essonne,91,2.215591467179212,48.751232547120566
87393561,Igny,N,O,990000,4,109+226,Igny,Essonne,91,2.231029024422673,48.740122666316715
87393579,Massy-Palaiseau,O,O,990000,4,106+190,Palaiseau,Essonne,91,2.254682428866152,48.72350896026942
87393611,Longjumeau,O,O,990000,4,101+170,Longjumeau,Essonne,91,2.293143129552544,48.702569507496214
87393637,Chilly-Mazarin,N,O,990000,4,100+132,Chilly-Mazarin,Essonne,91,2.307528869423246,48.700925441855155
87393645,Gravigny-Balizy,N,O,990000,4,098+170,Longjumeau,Essonne,91,2.317930000476833,48.68519000053006
87393652,Petit-Vaux,N,O,990000,4,096+650,Epinay-Sur-Orge,Essonne,91,2.333102392923797,48.676473858618955
87393702,Massy-TGV,N,O,431000,1,014+376,Palaiseau,Essonne,91,2.25484995064226,48.71788509621877
87540179,Dourdan-la-Forêt,N,O,550000,1,056+550,Dourdan,Essonne,91,1.99656893003959,48.535580626314264
87543090,Angerville,N,O,570000,1,074+416,Angerville,Essonne,91,2.002985423153945,48.31036081579418
87545111,Monnerville,N,O,570000,1,069+793,Monnerville,Essonne,91,2.031020422674964,48.347252262438936
87545129,Guillerval,N,O,570000,1,066+205,Guillerval,Essonne,91,2.058978482949175,48.37361195544384
87545137,Étampes,O,O,570000,1,055+863,Etampes,Essonne,91,2.157742823779261,48.43612239795101
87545145,Étréchy,N,O,570000,1,048+690,Étréchy,Essonne,91,2.19360515789254,48.492275105306405
87545152,Chamarande,N,O,570000,1,045+913,Chamarande,Essonne,91,2.214081367581303,48.51320317645819
87545160,Lardy,N,O,570000,1,042+781,Lardy,Essonne,91,2.253571152085942,48.519964986339474
87545178,Bouray,N,O,570000,1,039+705,Lardy,Essonne,91,2.289125822214123,48.53193456586715
87545186,Marolles-en-Hurepoix,N,O,570000,1,036+107,Marolles-En-Hurepoix,Essonne,91,2.291189878826282,48.56353449595023
87545194,Brétigny,O,O,570000,1,031+336,Bretigny-Sur-Orge,Essonne,91,2.301424948919999,48.60524828991471
87545202,St-Michel-sur-Orge,N,O,570000,1,028+047,Saint-Michel-Sur-Orge,Essonne,91,2.30709915778822,48.633968645205
87545210,Ste-Geneviève-des-Bois,N,O,570000,1,025+898,Sainte-Genevieve-Des-Bois,Essonne,91,2.311349268650718,48.652126468780416
87545228,Épinay-sur-Orge,N,O,570000,1,023+544,Epinay-Sur-Orge,Essonne,91,2.32963171849958,48.66870545710936
87545236,Savigny-sur-Orge,N,O,570000,1,021+793,Savigny-Sur-Orge,Essonne,91,2.350700447795131,48.67447164259944
87545244,Juvisy,O,O,570000,1,019+038,Juvisy-Sur-Orge,Essonne,91,2.38062181723321,48.68848379005439
87545251,Athis-Mons,N,O,990000,3,088+924,Athis-Mons,Essonne,91,2.403057100868732,48.712330158604146
87545350,St-Martin-d'Étampes,N,O,684000,1,057+522,Etampes,Essonne,91,2.14530897698044,48.4273872831252
87545459,La Norville-St-Germain-lès-Arpajon,N,O,550000,1,034+718,La Norville,Essonne,91,2.267487134649648,48.591691751296445
87545467,Arpajon,N,O,550000,1,036+837,Arpajon,Essonne,91,2.240991107437124,48.58603053676793
87545475,Égly,N,O,550000,1,038+335,Égly,Essonne,91,2.222189294095017,48.58241085152793
87545483,Breuillet-Bruyères-le-Châtel,N,O,550000,1,040+687,Breuillet,Essonne,91,2.191610679522858,48.577254746375345
87545491,Breuillet-Village,N,O,550000,1,042+749,Breuillet,Essonne,91,2.171429856330237,48.564764334717566
87545509,St-Chéron,N,O,550000,1,046+477,Saint-Chéron,Essonne,91,2.12573556579795,48.55109190923052
87545517,Sermaise,N,O,550000,1,051+103,Sermaise,Essonne,91,2.068711556072385,48.53547028542868
87545525,Dourdan,O,O,550000,1,055+542,Dourdan,Essonne,91,2.009826148353142,48.533576917580454
87546309,Wissous,O,N,985000,1,019+714,Wissous,Essonne,91,2.330890650909546,48.74116484835196
87681007,Corbeil-Essonnes,O,O,988000,1,010+948,Corbeil-Essonnes,Essonne,91,2.47468704724485,48.616815244185844
87681304,Vigneux-sur-Seine,N,O,745000,1,017+832,Vigneux-Sur-Seine,Essonne,91,2.414485371610876,48.7084287511915
87681312,Viry-Châtillon,N,O,745000,1,022+730,Viry-Chatillon,Essonne,91,2.386823087795419,48.67612207544676
87681338,Ris-Orangis,O,O,745000,1,025+517,Ris-Orangis,Essonne,91,2.414413081977818,48.65929001087892
87681346,Orangis-Bois-de-l'Épine,N,O,988000,1,004+870,Ris-Orangis,Essonne,91,2.409758980034193,48.636334977979025
87681353,Grand-Bourg,N,O,745000,1,027+591,Ris-Orangis,Essonne,91,2.436442788684933,48.64776920839134
87681361,Évry,N,O,745000,1,029+476,Evry,Essonne,91,2.452145652339384,48.634608020746256
87681379,Grigny-Centre,N,O,988000,1,002+249,Grigny,Essonne,91,2.394129417096676,48.65119762829812
87681387,Évry-Courcouronnes,N,O,988000,1,007+008,Evry,Essonne,91,2.429374227134183,48.62597794398785
87681395,Le Bras-de-fer,N,O,988000,1,008+700,Evry,Essonne,91,2.450788308794665,48.623293631298566
87681403,Moulin-Galant,N,O,745000,1,035+882,Corbeil-Essonnes,Essonne,91,2.473539962733294,48.58616345487804
87681411,Mennecy,N,O,745000,1,040+052,Mennecy,Essonne,91,2.433268053440552,48.57113280817187
87681437,Ballancourt,N,O,745000,1,046+680,Ballancourt-Sur-Essonne,Essonne,91,2.371185007383889,48.53222208980665
87681452,La Ferté-Alais,N,O,745000,1,052+515,La Ferté-Alais,Essonne,91,2.352035820662094,48.48477733181462
87681478,Boutigny,N,O,745000,1,059+109,Boutigny-Sur-Essonne,Essonne,91,2.376208883581087,48.43492164536152
87681486,Maisse,N,O,745000,1,064+301,Maisse,Essonne,91,2.393061282260811,48.393174013107334
87681510,Buno-Gironville,N,O,745000,1,066+953,Buno-Bonnevaux,Essonne,91,2.387007586562321,48.37033137332853
87681601,Essonnes-Robinson,N,O,746000,1,033+550,Corbeil-Essonnes,Essonne,91,2.463531122485383,48.60601044388837
87681619,Villabé,N,O,746000,1,035+200,Villabé,Essonne,91,2.461828319020637,48.59264620198872
87681627,Le Plessis-Chenet,N,O,746000,1,037+886,Le Coudray-Montceaux,Essonne,91,2.479575387206125,48.573786219925275
87681635,Coudray-Montceaux,N,O,746000,1,039+207,Le Coudray-Montceaux,Essonne,91,2.492520676729849,48.56615723437016
87682104,Montgeron-Crosne,N,O,830000,1,017+450,Montgeron,Essonne,91,2.460602648420521,48.709077058336696
87682112,Yerres,N,O,830000,1,019+064,Yerres,Essonne,91,2.481357750858454,48.70617437531325
87682120,Brunoy,N,O,830000,1,021+102,Brunoy,Essonne,91,2.505561391433407,48.700458760023
87682138,Boussy-St-Antoine,N,O,830000,1,023+958,Boussy-Saint-Antoine,Essonne,91,2.531116871671902,48.68174962531153
87684407,Boigneville,N,O,745000,1,070+300,Boigneville,Essonne,91,2.379038997367991,48.34215966984908
87381244,Gisors,O,O,330000,2,068+418,Gisors,Eure,27,1.784937543349357,49.28530052933062
87387001,Évreux-Embranchement,O,O,366000,1,107+325,Evreux,Eure,27,1.150419072396177,49.01838527574759
87387092,Bueil,N,O,370000,1,029+805,Bueil,Eure,27,1.44379094005207,48.92509435202495
87387126,St-Aubin-du-Vieil-Évreux,O,N,397000,1,036+978,Le Vieil-Évreux,Eure,27,1.210733941597797,48.99833773837171
87387142,La Bonneville-sur-Iton,N,O,366000,1,116+961,La Bonneville-Sur-Iton,Eure,27,1.034525909285541,48.98790860182572
87387159,Conches,N,O,366000,1,125+152,Conches-En-Ouche,Eure,27,0.937936701488137,48.96215407348989
87387175,Romilly-la-Puthenaye,N,O,366000,1,132+910,Romilly-La-Puthenaye,Eure,27,0.855438127775816,49.003580561735056
87387183,Beaumont-le-Roger,N,O,366000,1,143+236,Beaumont-Le-Roger,Eure,27,0.772899412138306,49.07417134918095
87387241,Breteuil,O,N,422000,1,054+461,Breteuil,Eure,27,0.920511245410059,48.83150788915903
87387308,St-André-de-l'Eure,O,N,397000,1,024+984,Saint-André-De-L'Eure,Eure,27,1.269858425662439,48.90556179077907
87393553,Nonancourt,N,O,395000,1,096+366,Nonancourt,Eure,27,1.192839793195551,48.775607268571356
87393587,Tillières,N,O,395000,1,107+577,Tillières-Sur-Avre,Eure,27,1.054569707633561,48.76084521157426
87393595,Verneuil-sur-Avre,O,O,395000,1,117+204,Verneuil-Sur-Avre,Eure,27,0.929326148683417,48.74272317931935
87393603,Bourth,N,O,395000,1,126+742,Bourth,Eure,27,0.804607667477101,48.765711871348856
87415323,Bourgtheroulde-Thuit-Hébert,N,O,372000,1,033+867,Thuit-Hébert,Eure,27,0.838230934043214,49.317574268561536
87415349,Glos-Montfort,O,O,372000,1,019+168,Glos-Sur-Risle,Eure,27,0.682915013085162,49.271289521705874
87415364,Brionne,N,O,372000,1,010+449,Brionne,Eure,27,0.711468824285941,49.19643355316075
87415489,Pont-Audemer,O,N,375000,1,170+921,Pont-Audemer,Eure,27,0.51464195375008,49.35199663574239
87415505,Beuzeville (Eure),O,N,375000,1,183+791,Beuzeville,Eure,27,0.351767748483088,49.34084248565304
87415604,Vernon-Giverny,N,O,340000,1,079+903,Vernon,Eure,27,1.478464031558935,49.09116847125959
87415620,Gaillon-Aubevoye,O,O,340000,1,093+154,Aubevoye,Eure,27,1.352437846350875,49.17476031524398
87415646,St-Pierre-du-Vauvray,O,O,340000,1,106+730,Saint-Pierre-Du-Vauvray,Eure,27,1.224615416349859,49.2343555024303
87415661,Pont-de-l'Arche,O,O,340000,1,118+961,Alizay,Eure,27,1.159660444556483,49.316910719160795
87415828,Étrépagny,O,N,342000,1,015+703,Étrépagny,Eure,27,1.607791408950857,49.30237922647364
87415877,Val-de-Reuil,N,O,340000,1,111+554,Val-De-Reuil,Eure,27,1.224844887249741,49.2755264557537
87444299,Bernay,N,O,366000,1,158+821,Bernay,Eure,27,0.595806572158335,49.08703884113328
87444315,Serquigny,N,O,372000,1,000+415,Serquigny,Eure,27,0.718682267650932,49.10807248523253
87393470,Marchezais-Broué,O,O,395000,1,069+388,Marchezais,Eure-Et-Loir,28,1.513661379138585,48.7683066391684
87393488,Dreux,O,O,397000,1,001+347,Dreux,Eure-Et-Loir,28,1.391676047782534,48.74298202366002
87393520,St-Germain-St-Rémy,N,O,395000,1,090+990,Saint-Germain-Sur-Avre,Eure-Et-Loir,28,1.256292124313499,48.758914576709124
87393660,Garnay,O,N,409000,1,038+753,Garnay,Eure-Et-Loir,28,1.345943393170927,48.7033345172712
87393678,Aunay-Tréon,O,N,409000,1,034+682,Tréon,Eure-Et-Loir,28,1.315219900316437,48.67519173179545
87394007,Chartres,O,O,420000,1,087+137,Chartres,Eure-Et-Loir,28,1.481429053718457,48.44866971474912
87394015,Lucé,O,O,500000,1,089+830,Luce,Eure-Et-Loir,28,1.453018308838864,48.43670752102672
87394114,Épernon,N,O,420000,1,060+264,Épernon,Eure-Et-Loir,28,1.681695340721524,48.605087016642926
87394130,Maintenon,N,O,420000,1,068+065,Maintenon,Eure-Et-Loir,28,1.592652613347552,48.585631049442
87394148,St-Piat,N,O,420000,1,072+847,Saint-Piat,Eure-Et-Loir,28,1.590248880831111,48.54288412127952
87394155,Jouy,N,O,420000,1,077+264,Jouy,Eure-Et-Loir,28,1.557659496625176,48.510039297028165
87394171,La Villette-St-Prest,N,O,420000,1,081+527,Saint-Prest,Eure-Et-Loir,28,1.523025386051404,48.48261879661532
87394205,Amilly-Ouerray,N,O,420000,1,094+218,Amilly,Eure-Et-Loir,28,1.389245105382949,48.438300570011556
87394213,St-Aubin-St-Luperce,N,O,420000,1,098+581,Saint-Aubin-Des-Bois,Eure-Et-Loir,28,1.331738952026448,48.447662575131886
87394221,Courville-sur-Eure,O,O,420000,1,105+895,Courville-Sur-Eure,Eure-Et-Loir,28,1.234883400233006,48.451589637236474
87394247,Pontgouin,N,O,420000,1,113+420,Pontgouin,Eure-Et-Loir,28,1.141760067046591,48.47803747669013
87394254,La Loupe,N,O,420000,1,123+571,La Loupe,Eure-Et-Loir,28,1.010743252506425,48.47390507579514
87394296,Nogent-le-Rotrou,O,O,420000,1,148+113,Nogent-Le-Rotrou,Eure-Et-Loir,28,0.810167196602151,48.32568335262978
87394387,Beaulieu-Le Coudray,O,N,556000,1,005+828,Le Coudray,Eure-Et-Loir,28,1.514923700425223,48.425837269935855
87394403,La Taye,O,O,500000,1,096+891,Saint-Georges-Sur-Eure,Eure-Et-Loir,28,1.37368070148313,48.407905714722894
87394411,Bailleau-le-Pin,O,O,500000,1,102+854,Bailleau-Le-Pin,Eure-Et-Loir,28,1.324843969483643,48.366869682068945
87394429,Magny-Blandainville,N,O,500000,1,107+782,Magny,Eure-Et-Loir,28,1.281079614171305,48.334279421227514
87394437,Illiers-Combray,O,O,500000,1,112+148,Illiers-Combray,Eure-Et-Loir,28,1.244991738182824,48.30423923863092
87394452,Brou,O,O,500000,1,124+405,Brou,Eure-Et-Loir,28,1.160435728934992,48.2156024100046
87394486,Arrou,O,O,500000,1,137+806,Arrou,Eure-Et-Loir,28,1.128644199449027,48.099909512369685
87394494,Courtalain-St-Pellerin,O,O,500000,1,140+946,Saint-Pellerin,Eure-Et-Loir,28,1.126829727299309,48.07356453513559
87394569,St-Sauveur-Châteauneuf,O,N,409000,1,023+692,Saint-Sauveur-Marville,Eure-Et-Loir,28,1.275271227080119,48.60180664013799
87394866,Coltainville,O,N,553000,1,076+353,Coltainville,Eure-Et-Loir,28,1.582540248899913,48.489401884573184
87543066,Château-Gaillard,N,O,570000,1,094+447,Santilly,Eure-Et-Loir,28,1.912264497709663,48.140442250309974
87543074,Toury,O,O,570000,1,088+333,Toury,Eure-Et-Loir,28,1.939384579321158,48.19237858487703
87543108,Janville,O,N,557000,1,024+765,Le Puiset,Eure-Et-Loir,28,1.874619823584957,48.206340590071406
87543306,Fains-la-Folie,O,N,556000,1,031+579,Fains-La-Folie,Eure-Et-Loir,28,1.647699524798858,48.223742482299464
87543314,Orgères,O,N,556000,1,040+842,Orgères-En-Beauce,Eure-Et-Loir,28,1.679214807872474,48.14574374349675
87543322,Gommiers,O,N,556000,1,047+267,Terminiers,Eure-Et-Loir,28,1.700330460336401,48.08956697136819
87545657,Auneau,O,O,550000,1,076+503,Roinville,Eure-Et-Loir,28,1.779725836820988,48.44533925016616
87545681,Allonnes-Boisville,O,N,550000,1,092+575,Boisville-La-Saint-Père,Eure-Et-Loir,28,1.668701427426381,48.322333721827704
87545707,Voves,O,O,550000,1,099+003,Voves,Eure-Et-Loir,28,1.622200291347836,48.27507793157768
87545731,Bonneval,O,O,550000,1,119+548,Bonneval,Eure-Et-Loir,28,1.386149607564728,48.18624263661258
87545756,Châteaudun,N,O,550000,1,133+248,Chateaudun,Eure-Et-Loir,28,1.338379095861212,48.07318380474969
87545780,Civry-St-Cloud,O,N,558000,1,030+730,Civry,Eure-Et-Loir,28,1.479386702233253,48.065867887788364
87574509,Cloyes,N,O,550000,1,145+777,Cloyes-Sur-Le-Loir,Eure-Et-Loir,28,1.243387797006062,47.99227491256414
87473504,Carhaix,O,O,485000,1,557+991,Carhaix-Plouguer,Finistère,29,-3.563916929202896,48.27645974077854
87474007,Brest,O,O,420000,1,622+422,Brest,Finistère,29,-4.479243011743669,48.3879297952412
87474015,Dirinon Loperhet,O,O,470000,1,758+187,Loperhet,Finistère,29,-4.285756623569624,48.39276192472316
87474056,Pont-de-Buis Lès Quimerc'h,N,O,470000,1,721+814,Pont-De-Buis-Lès-Quimerch,Finistère,29,-4.086206420569091,48.25436265951535
87474080,Quéménéven,O,N,470000,1,702+562,Quéménéven,Finistère,29,-4.085804996612713,48.11563521669611
87474098,Quimper,O,O,470000,1,684+772,Quimper,Finistère,29,-4.092232861763613,47.9948237414113
87474155,Rosporden,O,O,470000,1,664+604,Rosporden,Finistère,29,-3.832439579925806,47.96043275687294
87474189,Bannalec,O,O,470000,1,653+987,Bannalec,Finistère,29,-3.70666802897235,47.92678811796578
87474213,Kerhuon,O,O,420000,1,614+966,Relecq-Kerhuon (Le ),Finistère,29,-4.38823263180559,48.409605201316694
87474221,La Forest,N,O,420000,1,608+433,La Forest-Landerneau,Finistère,29,-4.307191186412101,48.42635046201861
87474239,Landerneau,O,O,420000,1,603+559,Landerneau,Finistère,29,-4.256576427625531,48.45374715117324
87474262,La Roche-Maurice,N,O,420000,1,598+957,La Roche-Maurice,Finistère,29,-4.205224627646214,48.47408756928626
87474270,Landivisiau,O,O,420000,1,589+096,Landivisiau,Finistère,29,-4.08292718584242,48.49577732549493
87474296,Guimiliau,N,O,420000,1,581+703,Guimiliau,Finistère,29,-3.998945077365134,48.48522674981521
87474312,St-Thégonnec,N,O,420000,1,577+355,Saint-Thégonnec,Finistère,29,-3.947807380607546,48.49450707424391
87474320,Pleyber-Christ,O,O,420000,1,571+844,Pleyber-Christ,Finistère,29,-3.883086229756259,48.50747856463624
87474338,Morlaix,O,O,420000,1,562+761,Morlaix,Finistère,29,-3.832477837161316,48.577981731174525
87474379,La Boissière,O,N,476000,1,673+424,Concarneau,Finistère,29,-3.904128244634578,47.91889896209298
87474387,Concarneau,O,N,476000,1,679+724,Concarneau,Finistère,29,-3.920653487296092,47.877753821531186
87474411,Plouigneau,N,O,420000,1,553+412,Plouigneau,Finistère,29,-3.71048259870007,48.564582180570554
87474569,St-Pol-de-Léon,N,O,447000,1,021+582,Saint-Pol-De-Léon,Finistère,29,-3.987357201391775,48.67682336139158
87474635,Roscoff,N,O,447000,1,028+203,Roscoff,Finistère,29,-3.98283581320845,48.72064886373147
87474791,Châteaulin,N,O,470000,1,715+201,Châteaulin,Finistère,29,-4.094446373150009,48.20142818283691
87476317,Quimperlé,O,O,470000,1,639+694,Quimperle,Finistère,29,-3.552988951161868,47.869309994444535
87703975,Nîmes-Pont du Gard,N,O,834000,1,027+166,Manduel,Gard,30,4.505903653936226,43.815643628459576
87764613,L'Ardoise,O,N,800000,1,724+174,Laudun,Gard,30,4.699523014673135,44.096285310150705
87775007,Nîmes,O,O,810000,1,027+150,Nimes,Gard,30,4.366218272451483,43.83252873429654
87775023,Beaucaire,N,O,810000,1,000+839,Beaucaire,Gard,30,4.647372766110843,43.802158264377375
87775031,Beaucaire-Marchandises,O,N,810000,1,002+924,Beaucaire,Gard,30,4.622742016424363,43.80799258678161
87775064,Manduel-Redessan,N,O,810000,1,016+814,Manduel,Gard,30,4.479351522598788,43.82634078935127
87775072,St-Césaire,O,O,810000,1,030+919,Nimes,Gard,30,4.327963542425942,43.81354643785989
87775098,Milhaud,N,O,810000,1,034+353,Milhaud,Gard,30,4.303360621176713,43.78862001622727
87775106,Uchaud,N,O,810000,1,038+872,Uchaud,Gard,30,4.267364832101653,43.75797924386263
87775114,Vergèze-Codognan,O,O,810000,1,043+423,Vergèze,Gard,30,4.219113329716423,43.73977946287461
87775122,Aigues-Vives,O,N,810000,1,045+936,Aigues-Vives,Gard,30,4.193652120549475,43.72672439839998
87775130,Gallargues,N,O,810000,1,048+098,Gallargues-Le-Montueux,Gard,30,4.171264343948089,43.71604915271701
87775213,Génolhac,N,O,790000,1,639+759,Génolhac,Gard,30,3.95165351149943,44.34727687339248
87775221,Chamborigaud,N,O,790000,1,647+052,Chamborigaud,Gard,30,3.979429869919518,44.30032167784233
87775239,Ste-Cécile-d'Andorge,N,O,790000,1,652+544,Sainte-Cécile-D'Andorge,Gard,30,3.97574225810139,44.255087638353864
87775247,La Levade,N,O,790000,1,657+600,Grand-Combe (La),Gard,30,4.010335710716527,44.22854435129834
87775254,Grand'Combe-La Pise,N,O,790000,1,660+599,Grand-Combe (La),Gard,30,4.032588489702349,44.2097170527969
87775288,Alès,O,O,790000,1,674+129,Ales,Gard,30,4.084967396108715,44.12803162747341
87775346,Boucoiran,N,O,790000,1,693+142,Boucoiran-Et-Nozières,Gard,30,4.18754351808406,43.99273014025837
87775353,Nozières-Brignon,N,O,790000,1,695+606,Boucoiran-Et-Nozières,Gard,30,4.207422079941034,43.97586984572289
87775361,St-Geniès-de-Malgoirès,N,O,790000,1,698+813,Saint-Geniès-De-Malgoirès,Gard,30,4.214922021943824,43.950116086569786
87775379,Fons-St-Mamert,N,O,790000,1,703+747,Fons,Gard,30,4.20674139775482,43.9072610264125
87775395,Remoulins-Pont-du-Gard,O,N,800000,1,768+156,Remoulins,Gard,30,4.568512128266995,43.93793239441576
87775551,Salindres,O,N,805000,1,756+454,Salindres,Gard,30,4.153212090320837,44.173128489576094
87775791,Générac,N,O,819000,1,013+563,Générac,Gard,30,4.343418417650327,43.73239501999224
87775809,Beauvoisin,N,O,819000,1,015+660,Beauvoisin,Gard,30,4.321314654976703,43.72450877614106
87775817,Vauvert,O,O,819000,1,021+056,Vauvert,Gard,30,4.270078432371114,43.69506047010821
87775825,Le Cailar,N,O,819000,1,024+462,Le Cailar,Gard,30,4.234917595726394,43.68327665310768
87775833,Aimargues,N,O,819000,1,026+627,Aimargues,Gard,30,4.208741750869569,43.67865141363299
87775841,St-Laurent-d'Aigouze,N,O,819000,1,031+567,Saint-Laurent-D'Aigouze,Gard,30,4.193010328022383,43.63914459623065
87775858,Aigues-Mortes,O,O,819000,1,039+416,Aigues-Mortes,Gard,30,4.191091756201102,43.57088039271484
87775866,Le Grau-du-Roi,N,O,819000,1,045+175,Le Grau-Du-Roi,Gard,30,4.140573057483806,43.53706983053373
87775882,St-Gilles-du-Gard,O,N,820000,1,017+186,Saint-Gilles,Gard,30,4.431863732269444,43.67099106868398
87586339,Fleurance,O,N,647000,1,180+552,Fleurance,Gers,32,0.656385858366217,43.852370625753075
87586362,Ste-Christie,O,N,647000,1,192+111,Sainte-Christie,Gers,32,0.61840631843755,43.75788137792388
87586818,Condom,O,N,643000,1,154+861,Condom,Gers,32,0.36549130005738,43.96216203659582
87611749,Auch,O,O,648000,1,088+434,Auch,Gers,32,0.596900720613807,43.64761708070071
87611764,Aubiet,N,O,648000,1,070+143,Aubiet,Gers,32,0.789299013245675,43.65004416378003
87611772,Gimont-Cahuzac,N,O,648000,1,062+944,Gimont,Gers,32,0.867583714386745,43.63309623244655
87611806,L'Isle-Jourdain,N,O,648000,1,041+104,L' Isle-Jourdain,Gers,32,1.089858772280073,43.61726804056734
87278259,Mérignac-Arlac,N,O,586000,1,007+552,Merignac,Gironde,33,-0.626243316829926,44.826770832877074
87491209,St-Mariens-St-Yzan,O,O,500000,2,572+657,Saint-Yzan-De-Soudiac,Gironde,33,-0.391511404296322,45.13925731428566
87491217,Cavignac,N,O,581000,1,000+000,Cavignac,Gironde,33,-0.382088544171215,45.10529377137038
87491225,Gauriaguet,N,O,500000,2,582+665,Gauriaguet,Gironde,33,-0.399167473147403,45.05452289293042
87491233,Aubie-St-Antoine,N,O,500000,2,587+333,Aubie-Et-Espessas,Gironde,33,-0.419620774340235,45.01538876082482
87491241,St-André-de-Cubzac,N,O,500000,2,590+674,Saint-André-De-Cubzac,Gironde,33,-0.439993851853121,44.99099671694959
87491266,Cubzac-les-Ponts,N,O,500000,2,593+293,Cubzac-Les-Ponts,Gironde,33,-0.458798428127971,44.9731491953204
87491274,La Grave-d'Ambarès-Gare-Inférieure,N,O,500000,2,598+189,Ambares-Et-Lagrave,Gironde,33,-0.477055556017021,44.93585506650114
87491282,Ste-Eulalie-Carbon-Blanc,N,O,500000,2,602+692,Sainte-Eulalie,Gironde,33,-0.493677732798581,44.898006283140774
87491589,Blaye,O,N,547000,1,024+500,Blaye,Gironde,33,-0.663227373813743,45.12778957605493
